#
# filename:		shopping.dat
# description:	File which has every object's price in it. The file is 
#				broken into sections by type of object eg car mod, furniture
#

section prices

#
# Each price section has stats to change data for each item. This consists of
# two stats and how buying this item affects these stats. The stats that can 
# change so far are 
# - 'fat'
# - 'health'
# - 'calories' (changes fat and health)
# - 'stamina'
# - 'respect'
# - 'sexy'. 
# If you don't need to add a stat to change then add in two '-'. Stats can only change 
# between -128 and 127.
#
	section CarMods
		#name,			nametag,	stats to change,		price    
		bnt_b_sc_l		BMBLBS		respect 0 	sexy 0		150
		bnt_b_sc_m		BMBMBS		respect 0 	sexy 0		100		
		bnt_b_sc_p_l	BMBLCS		respect 0 	sexy 0      250		
		bnt_b_sc_p_m	BMBMCS		respect 0 	sexy 0		220		
		bntl_b_ov		BMBOBV		respect 0 	sexy 0		150		
		bntl_b_sq		BMBSBV		respect 0 	sexy 0		100		
		exh_b_l			BMBLE		respect 0 	sexy 0		250		
		exh_b_m			BMBME		respect 0 	sexy 0		200		
		exh_b_s			BMBSE		respect 0 	sexy 0		150		
		exh_b_t			BMBTE		respect 0 	sexy 0		300		
		exh_b_ts		BMBUE		respect 0 	sexy 0		350		
		lgt_b_rspt		BMBRSL		respect 0 	sexy 0		100     
		lgt_b_sspt		BMBSSL		respect 0 	sexy 0		50		
		nto_b_l		   	BMBLN		respect 0 	sexy 0		500		
		nto_b_s			BMBSM		respect 0 	sexy 0		200		
		nto_b_tw   		BMBTN		respect 0 	sexy 0		1000	
		rf_b_sc_r  		BMBRS		respect 0 	sexy 0		80 
		spl_b_bab_m		BMMABBS		respect 0 	sexy 0		550	
		spl_b_bar_l		BMLARBS		respect 0 	sexy 0		400	
		spl_b_bar_m		BMMARBS		respect 0 	sexy 0		200		
		spl_b_bbb_m		BMMBS		respect 0 	sexy 0		350	
		spl_b_bbr_l		BMLRS		respect 0 	sexy 0		500		
		spl_b_bbr_m		BMMRS		respect 0 	sexy 0		200		
		spl_b_mab_m		BMMABS		respect 0 	sexy 0		250		
		spl_b_mar_m		BMMARS		respect 0 	sexy 0		400
		wg_l_b_ssk		BMWNG1		respect 0 	sexy 0		500
		wg_r_b_ssk		BMWNG2		respect 0 	sexy 0		500
		exh_a_f			FLSAE		respect 0 	sexy 0		710 	
		exh_c_f			FLSCE		respect 0 	sexy 0		510		
		fbmp_a_f		FLSAFF		respect 0 	sexy 0		1200 	
		fbmp_c_f		FLSCFF		respect 0 	sexy 0		910		
		rbmp_a_f		FLSARF		respect 0 	sexy 0		1090	 
		rbmp_c_f		FLSCRF		respect 0 	sexy 0		840		
	   	rf_a_f			FLSARV		respect 0 	sexy 0		210		
		rf_c_f			FLSCRV		respect 0 	sexy 0		130		
		spl_a_f_r		FLSAS		respect 0 	sexy 0		810		
		spl_c_f_r		FLSCS		respect 0 	sexy 0		620		
		wg_l_a_f		FLSASI		respect 0 	sexy 0		670		
		wg_l_c_f		FLSCSI		respect 0 	sexy 0		530
		exh_a_j			JSTAE		respect 0 	sexy 0		850 	
		exh_c_j			JSTCE		respect 0 	sexy 0		750		
		fbmp_a_j		JSTAFF		respect 0 	sexy 0		1050	
		fbmp_c_j		JSTCFF		respect 0 	sexy 0		950		
		rbmp_a_j		JSTARF		respect 0 	sexy 0		1050	
		rbmp_c_j		JSTCRF		respect 0 	sexy 0		950		
	   	rf_a_j			JSTARV		respect 0 	sexy 0		250		
		rf_c_j  		JSTCRV		respect 0 	sexy 0		200		
		spl_a_j_b	 	JSTAS		respect 0 	sexy 0		650
		spl_c_j_b	 	JSTCS		respect 0 	sexy 0		550
		wg_l_a_j	 	JSTASI		respect 0 	sexy 0		550
		wg_l_c_j		JSTCSI		respect 0 	sexy 0		450
		exh_a_l			LGDAE		respect 0 	sexy 0		790
		exh_c_l			LGDCE		respect 0 	sexy 0		690
		fbmp_a_l		LGDAFF		respect 0 	sexy 0		990
		fbmp_c_l		LGDCFF		respect 0 	sexy 0		900
		rbmp_a_l		LGDARF		respect 0 	sexy 0		1000	
		rbmp_c_l		LGDCRF   	respect 0 	sexy 0		890
		rf_a_l			LGDARV		respect 0 	sexy 0		190
		rf_c_l			LGDCRV		respect 0 	sexy 0		150
		spl_a_l_b  		LGDAS		respect 0 	sexy 0		600
		spl_c_l_b  		LGDCS		respect 0 	sexy 0		490
		wg_l_a_l  		LGDASI		respect 0 	sexy 0		500
		wg_l_c_l		LGDCSI		respect 0 	sexy 0		390	
		exh_a_st		STRAE		respect 0 	sexy 0		830
		exh_c_st		STRCE		respect 0 	sexy 0		720
		fbmp_a_st		STRAFF		respect 0 	sexy 0		1030
		fbmp_c_st		STRCFF		respect 0 	sexy 0		930
		rbmp_a_st		STRARF		respect 0 	sexy 0		1030
		rbmp_c_st		STRCRF		respect 0 	sexy 0		920
		rf_a_st			STRARV		respect 0 	sexy 0		230
		rf_c_st			STRCRV		respect 0 	sexy 0		180
		spl_a_st_r		STRAS		respect 0 	sexy 0		620
		spl_c_st_r		STRCS		respect 0 	sexy 0		530
		wg_l_a_st		STRASI 		respect 0 	sexy 0		520
		wg_l_c_st		SRTCSI		respect 0 	sexy 0		430
	   	exh_a_s		  	SULAE		respect 0 	sexy 0		770
		exh_c_s			SULCE		respect 0 	sexy 0		680
		fbmp_a_s		SULAFF		respect 0 	sexy 0		970
		fbmp_c_s		SULCFF  	respect 0 	sexy 0		880
		rbmp_a_s		SULARF		respect 0 	sexy 0		980
		rbmp_c_s		SULCRF		respect 0 	sexy 0		870
		rf_a_s			SULARV		respect 0 	sexy 0		170
		rf_c_s			SULCRV		respect 0 	sexy 0		120
		spl_a_s_b		SULAS		respect 0 	sexy 0		580
		spl_c_s_b		SULCS		respect 0 	sexy 0		470
	   	wg_l_a_s		SULASI		respect 0 	sexy 0		480
		wg_l_c_s		SULCSI		respect 0 	sexy 0		370
		exh_a_u			URAAE		respect 0 	sexy 0		750
		exh_c_u			URACE		respect 0 	sexy 0		650
		fbmp_a_u		URAAFF		respect 0 	sexy 0		950
		fbmp_c_u		URACFF		respect 0 	sexy 0		850
		rbmp_a_u		URAARF		respect 0 	sexy 0		950
		rbmp_c_u		URACRF		respect 0 	sexy 0		850
		rf_a_u			URAARV		respect 0 	sexy 0		150
		rf_c_u			URACRV		respect 0 	sexy 0		100
		spl_a_u_b		URAAUB		respect 0 	sexy 0		550
		spl_c_u_b		URACUB		respect 0 	sexy 0		450
		wg_l_a_u		URAASI		respect 0 	sexy 0		450
		wg_l_c_u		URACSI		respect 0 	sexy 0		350
		rf_lr_bl1		BLDVH		respect 0 	sexy 0		3340
		rf_lr_bl2		BLDCR		respect 0 	sexy 0		3250
		rbmp_lr_bl1 	BLDRF1		respect 0 	sexy 0		2150
		rbmp_lr_bl2		BLDRF2		respect 0 	sexy 0		2040	
		fbmp_lr_bl1		BLDFF1 		respect 0 	sexy 0		2130
		fbmp_lr_bl2		BLDFF2		respect 0 	sexy 0		2050
		exh_lr_bl1		BLDE1		respect 0 	sexy 0		1610
		exh_lr_bl2		BLDE2   	respect 0 	sexy 0		1540
		wg_l_lr_bl1		BLDCS   	respect 0 	sexy 0		780		# END OF BLADE
		exh_lr_rem1		REME1		respect 0 	sexy 0		3340
		exh_lr_rem2		REME2		respect 0 	sexy 0		3250
		fbmp_lr_rem1	REMFF1		respect 0 	sexy 0		2150	
		fbmp_lr_rem2	REMFF2		respect 0 	sexy 0		2040
		rbmp_lr_rem1	REMRF1	   	respect 0 	sexy 0		2130
		rbmp_lr_rem2	REMRF2		respect 0 	sexy 0		2050
		wg_l_lr_rem1	REMCA		respect 0 	sexy 0		780
		wg_l_lr_rem2	REMCA2		respect 0 	sexy 0		780
		misc_c_lr_rem1	REMCG		respect 0 	sexy 0		940
		misc_c_lr_rem2	REMCB		respect 0 	sexy 0		860
		misc_c_lr_rem3	REMCL		respect 0 	sexy 0		1120		# END OF REMMINGTON
		rf_lr_sv1		SAVHA		respect 0 	sexy 0		3380
		rf_lr_sv2		SAVST		respect 0 	sexy 0		3290
		fbmp_lr_sv1		SAVFF1		respect 0 	sexy 0		2200
		fbmp_lr_sv2		SAVFF2		respect 0 	sexy 0		2080
		rbmp_lr_sv1		SAVRF1		respect 0 	sexy 0		2175
		rbmp_lr_sv2		SAVRF2		respect 0 	sexy 0		2095
		exh_lr_sv1		SAVEX1		respect 0 	sexy 0		1650
		exh_lr_sv2		SAVEX2		respect 0 	sexy 0		1590
	   	wg_l_lr_sv		SAVCS		respect 0 	sexy 0		830			# END OF SAVANNA
		exh_lr_br1	   BRDEXH1		respect 0 	sexy 0		500
		exh_lr_br2	   BRDEXH2		respect 0 	sexy 0		500
		fbmp_lr_br1	   BRDFBM1		respect 0 	sexy 0		1000
		fbmp_lr_br2	   BRDFBM2		respect 0 	sexy 0		900
		rbmp_lr_br1	   BRDRBM1		respect 0 	sexy 0		1000
		rbmp_lr_br2	   BRDRBM2		respect 0 	sexy 0		900
		wg_l_lr_br1	   BRDWNG1		respect 0 	sexy 0		1000		# END OF BROADWAY			
		exh_lr_slv1		SLAE1		respect 0 	sexy 0		3340
		exh_lr_slv2		SLAE2		respect 0 	sexy 0		3250
		fbmp_lr_slv1	SLAFF	   	respect 0 	sexy 0		2040
		fbb_lr_slv1		SLAFB1		respect 0 	sexy 0		2130
		fbb_lr_slv2		SLAFB2		respect 0 	sexy 0		2050
		bbb_lr_slv1		SLARB1		respect 0 	sexy 0		1610
		bbb_lr_slv2		SLARB2		respect 0 	sexy 0		1540
		wg_l_lr_slv1	SLACT		respect 0 	sexy 0		780
		wg_l_lr_slv2	SLAWC		respect 0 	sexy 0		940		# END OF SLAMVAN
		exh_lr_t1		TOREX1		respect 0 	sexy 0		1000
		exh_lr_t2		TOREX2		respect 0 	sexy 0		1500
		fbmp_lr_t1		TORFB1		respect 0 	sexy 0		1040
		fbmp_lr_t2		TORFB2		respect 0 	sexy 0		1200
		rbmp_lr_t1		TORRB1		respect 0 	sexy 0		940
		rbmp_lr_t2		TORRB2		respect 0 	sexy 0		1100
		wg_l_lr_t1		TORWNG		respect 0 	sexy 0		800		# END OF TORNADO
		wheel_sr1		SRW1		respect 0 	sexy 0		1030
		wheel_sr2		SRW2		respect 0 	sexy 0		980
		wheel_lr1		LRDW1   	respect 0 	sexy 0		1620
		wheel_lr2		LRDW2		respect 0 	sexy 0		1560
		wheel_gn1		GENWH1		respect 0 	sexy 0		820
		wheel_gn2		GENWH2		respect 0 	sexy 0		770
		wheel_sr3		SRW3		respect 0 	sexy 0		1030
		wheel_sr4		SRW4		respect 0 	sexy 0		1230
		wheel_sr5		SRW5		respect 0 	sexy 0		900
		wheel_sr6		SRW6		respect 0 	sexy 0		1100
		wheel_lr3		LRDW3		respect 0 	sexy 0		1200
		wheel_lr4		LRDW4		respect 0 	sexy 0		1560
		wheel_lr5		LRDW5		respect 0 	sexy 0		1350
		wheel_or1		GENWH6		respect 0 	sexy 0		1000
		wheel_gn3		GENWH3		respect 0 	sexy 0		1000
		wheel_gn4		GENWH4		respect 0 	sexy 0		620
		wheel_gn5		GENWH5		respect 0 	sexy 0		1140
		stereo			STEREO		respect 0 	sexy 0		100
		hydralics		HYDRAU		respect 0 	sexy 0		1500
	end						
	 
	section Clothes
		#texturename,	nametag,	modelname,	type,	stats to change,	price
		#type is a number and can be one of the following
		# 0 = torso cant go over 25 for stats
		# 2 = legs cant go over 10 for stats
		# 3 = shoes cant go over 5 for stats
		# 13 = extra1	(necklace) cant go over 2 for stats
		# 14 = extra2	(bracelet/watch) cant go over 3 for stats
		# 15 = extra3	(glasses) cant go over 2 for stats 
		# 16 = extra4	(hats) cant go over 3 for stats
		#texturename,		nametag,	modelname,	type,	stats to change,		price
		player_torso		TORSO		torso		0		respect 5 	sexy 20		0
		foot				FEET		feet		3		respect 0 	sexy 0		0
		vestblack			VESTA		vest		0		respect 2 	sexy 3		10
		vest				VESTWH		vest		0		respect 2 	sexy 3		10
		tshirt2horiz        TSRTHS1     tshirt2		0		respect 0 	sexy 0		10
		tshirtwhite			TSHIRTC		tshirt		0		respect 0 	sexy 0		15
		tshirtilovels		LOVETS1		tshirt		0		respect 0 	sexy 0		10
		tshirtblunts		TSHIRTA		tshirt		0		respect 2 	sexy 0		20
		shirtbplaid			SHIRTBB		shirtb		0		respect 3 	sexy 0		20
		shirtbcheck			CHEKSH1		shirtb		0		respect 3 	sexy 0		20
		field				FIELDA		field		0		respect 10 	sexy 0		30
		tshirterisyell  	ERSTSH1		tshirt		0		respect 15 	sexy 7		35
		tshirterisorn		ERISTS2		tshirt		0		respect 5 	sexy 7		35
		trackytop2eris		TRAKER1		trackytop1	0		respect 5 	sexy 9		70			# END OF BINCO TORSO		
		bbjackrim       	BASJCT2     bbjack		0		respect 10 	sexy 5		150
		bballjackrstar		BASJCT3     bbjack		0		respect 10 	sexy 5		200
		baskballdrib		BASKA		baskball	0		respect 7 	sexy 5		30
		baskballrim			BASKC		baskball	0		respect 7 	sexy 5		30
		sixtyniners			TSHRT69		tshirt		0		respect 7 	sexy 5		50
		bandits				BANDITS		baseball    0		respect 7   sexy 5      70
		tshirtprored		PROSHRD		tshirt		0		respect 7 	sexy 10		50
		tshirtproblk		PROTSH1		tshirt		0		respect 7 	sexy 10		50		
	    trackytop1pro		TRAKPR1		trackytop1	0		respect 10 	sexy 15		85
	    hockeytop			HCKYTOP		sweat		0       respect 5   sexy 2		150
		bbjersey			BBJERY1		sleevt		0		respect 10  sexy 5		80
		shellsuit			SHELSUT		trackytop1	0		respect 0   sexy 0		30			# END OF PRO-LAPS TORSO															 		   
	    tshirtheatwht		HEATSH1		tshirt		0		respect 5 	sexy 0		35
		tshirtbobomonk		TSHRBO1		tshirt		0		respect 17 	sexy 13		115											
		tshirtbobored		TSHRBO2		tshirt		0		respect 12 	sexy 12		80
